"id","female","city","age","logins","mandalorian","unsubscribe"
1928,0,1,36,2,1,0
1929,0,1,53,7,1,1
1930,0,1,39,10,0,1
1931,1,1,45,3,1,0
1932,1,1,51,0,1,1
1933,0,1,46,7,1,0
1934,1,1,45,4,1,0
1935,0,1,50,10,0,0
1936,1,1,44,3,1,0
1937,1,1,40,5,1,0
1938,0,1,37,5,1,1
1939,1,1,45,8,0,0
1940,1,1,50,3,1,1
1941,0,0,39,0,1,0
1942,0,1,36,0,1,1
1943,0,1,49,2,1,0
1944,1,1,37,0,1,1
1945,1,1,45,4,1,0
1946,0,1,43,10,0,0
1947,0,1,62,7,1,0
1948,1,1,45,9,0,0
1949,0,1,51,5,1,1
1950,1,1,38,8,0,0
1951,0,1,38,8,0,0
1952,1,1,46,8,0,0
1953,1,1,50,4,1,0
1954,1,1,43,7,1,1
1955,0,1,41,7,1,1
1956,0,1,44,5,1,0
1957,0,1,54,5,1,0
1958,1,1,39,5,1,0
1959,0,1,43,10,0,0
1960,0,1,48,4,1,0
1961,0,1,45,5,1,0
1962,0,1,53,10,0,0
1963,0,1,35,10,0,0
1964,1,1,38,7,1,0
1965,0,1,58,10,0,0
1966,0,1,36,9,0,0
1967,1,0,42,0,1,1
1968,0,1,61,3,1,0
1969,0,1,44,5,1,0
1970,1,1,55,10,0,0
1971,1,0,51,0,1,0
1972,1,0,30,3,1,0
1973,1,1,47,8,1,1
1974,1,0,46,0,1,1
1975,0,1,60,9,0,0
1976,0,0,36,0,1,1
1977,1,1,55,7,1,1
1978,0,1,45,0,1,1
1979,0,1,43,10,0,0
1980,0,1,37,8,1,0
1981,0,1,41,4,1,0
1982,0,1,39,4,1,0
1983,1,1,37,10,0,0
1984,0,1,43,9,0,0
1985,0,0,37,0,1,1
1986,0,1,45,9,0,0
1987,0,1,37,3,1,1
1988,1,1,60,4,1,0
1989,1,1,39,7,1,1
1990,0,1,45,7,1,0
1991,1,1,51,7,1,0
1992,1,1,46,3,1,1
1993,1,1,51,10,0,0
1994,0,0,49,8,0,0
1995,0,1,46,8,0,0
1996,1,1,53,4,1,0
1997,1,1,40,10,0,0
1998,1,1,45,0,1,0
1999,1,1,48,3,1,0
2000,0,1,45,3,1,1
2001,0,1,43,9,0,0
2002,0,1,55,5,1,0
2003,0,1,44,0,1,1
2004,1,1,45,8,0,0
2005,0,1,40,10,0,0
2006,0,1,48,2,1,0
2007,0,1,37,9,0,0
2008,1,1,33,4,1,1
2009,0,1,45,0,1,1
2010,1,1,40,10,0,0
2011,0,1,51,5,1,0
2012,1,0,53,0,1,0
2013,0,1,57,0,1,0
2014,1,1,40,8,1,0
2015,0,1,40,5,1,0
2016,0,1,46,0,1,0
2017,1,1,56,0,1,0
2018,1,0,42,0,1,1
2019,1,1,36,10,0,0
2020,1,1,55,5,1,0
2021,1,1,44,0,1,0
2022,0,1,43,10,0,0
2023,1,1,50,0,1,0
2024,1,1,46,0,1,1
2025,0,1,48,4,1,0
2026,1,1,41,0,1,0
2027,1,1,45,0,1,0
2028,1,1,44,5,1,0
2029,1,1,47,10,0,1
2030,1,1,33,0,1,0
2031,0,1,53,7,1,1
2032,0,1,60,3,1,0
2033,1,1,39,4,1,1
2034,0,1,53,0,1,0
2035,1,0,43,8,0,1
2036,1,1,39,3,1,0
2037,1,1,54,8,0,0
2038,0,1,52,10,0,0
2039,1,1,52,9,0,0
2040,1,1,50,10,0,0
2041,0,1,39,2,1,0
2042,1,1,46,7,1,0
2043,0,1,47,5,1,0
2044,1,1,50,4,1,0
2045,0,1,50,4,1,0
2046,1,1,52,4,1,0
2047,1,1,43,0,1,1
2048,0,1,50,3,1,1
2049,1,1,45,8,0,0
2050,1,1,45,5,1,0
2051,0,1,50,7,1,0
2052,0,1,43,0,1,0
2053,1,1,52,10,0,1
2054,0,1,46,5,1,0
2055,1,0,49,2,1,0
2056,1,1,44,3,1,0
2057,0,1,33,3,1,0
2058,1,1,49,10,0,1
2059,1,1,58,10,0,1
2060,1,1,48,0,1,1
2061,0,1,40,2,1,1
2062,0,1,60,8,0,0
2063,1,1,39,4,1,0
2064,0,0,51,8,0,0
2065,0,1,52,8,0,0
2066,0,1,38,7,1,0
2067,1,0,54,0,1,0
2068,1,1,45,7,1,1
2069,1,1,54,0,1,0
2070,1,1,51,5,1,0
2071,1,1,48,0,1,1
2072,0,1,36,5,1,0
2073,0,1,62,9,0,0
2074,1,1,53,8,1,1
2075,1,1,33,8,0,0
2076,1,0,50,0,1,1
2077,1,1,41,5,1,1
2078,1,1,50,0,1,1
2079,0,1,48,3,1,1
2080,1,1,56,5,1,1
2081,0,1,44,7,1,0
2082,1,1,41,0,1,0
2083,0,1,47,10,0,0
2084,1,1,50,0,1,1
2085,0,1,39,3,1,0
2086,0,1,47,5,1,0
2087,0,1,36,7,1,1
2088,1,1,44,5,1,0
2089,1,1,51,0,1,0
2090,0,1,56,2,1,0
2091,0,1,54,0,1,0
2092,1,1,39,4,1,1
2093,1,1,21,10,0,0
2094,1,1,40,7,1,1
2095,1,1,52,0,1,0
2096,0,0,50,8,0,0
2097,0,1,43,2,1,0
2098,1,1,41,9,0,0
2099,0,0,50,0,1,0
2100,1,1,45,7,1,0
2101,1,1,41,10,0,0
2102,1,1,41,8,0,0
2103,1,1,32,0,1,0
2104,0,1,55,5,1,1
2105,0,1,49,5,1,1
2106,1,1,35,10,0,0
2107,0,1,33,7,1,1
2108,0,1,48,8,0,0
2109,0,0,45,9,0,0
2110,1,1,46,3,1,0
2111,1,0,47,0,1,0
2112,1,1,45,7,1,0
2113,0,1,44,4,1,0
2114,0,1,38,10,0,0
2115,0,1,43,10,0,0
2116,1,1,53,2,1,0
2117,0,1,39,4,1,0
2118,0,1,54,5,1,1
2119,1,1,51,8,1,0
2120,1,0,38,8,0,0
2121,0,1,54,8,0,0
2122,1,1,50,10,0,0
2123,0,1,47,3,1,0
2124,1,1,35,5,1,0
2125,0,1,65,0,1,1
2126,0,1,47,0,1,0
2127,1,0,45,0,1,1
2128,0,1,51,4,1,1
2129,1,1,40,8,1,0
2130,0,1,41,7,1,1
2131,0,1,50,4,1,0
2132,0,1,45,2,1,1
2133,0,1,34,8,0,0
2134,1,1,56,8,0,0
2135,1,1,32,4,1,1
2136,0,1,47,10,0,0
2137,0,1,50,0,1,1
2138,0,1,46,0,1,0
2139,1,1,49,10,0,0
2140,1,1,35,10,0,0
2141,0,1,49,3,1,1
2142,0,1,31,10,0,1
2143,1,1,39,5,1,0
2144,1,1,45,5,1,0
2145,0,1,52,3,1,0
2146,1,1,59,3,1,0
2147,0,1,31,10,0,0
2148,1,1,36,5,1,1
2149,0,1,44,10,0,0
2150,0,1,48,10,0,0
2151,1,0,47,3,1,1
2152,1,1,46,9,0,0
2153,0,1,39,2,1,0
2154,0,1,42,0,1,1
2155,0,0,45,0,1,1
2156,1,1,49,7,1,0
2157,0,1,50,9,0,0
2158,0,1,45,10,0,0
2159,0,1,34,5,1,1
2160,0,0,42,0,1,0
2161,1,0,61,9,0,0
2162,1,1,47,5,1,0
2163,0,0,44,0,1,0
2164,1,1,46,9,0,0
2165,0,1,47,0,1,0
2166,1,1,46,7,1,1
2167,1,1,44,5,1,0
2168,0,1,45,7,1,1
2169,1,1,50,10,0,0
2170,0,1,48,5,1,1
2171,1,1,34,10,0,0
2172,0,1,44,8,0,0
2173,0,1,53,0,1,0
2174,0,1,35,0,1,1
2175,0,1,56,5,1,0
2176,0,1,51,10,0,0
2177,0,1,42,5,1,0
2178,0,1,52,9,0,1
2179,1,1,43,9,0,0
2180,1,1,42,0,1,0
2181,1,1,40,0,1,0
2182,1,1,59,2,1,1
2183,1,1,51,2,1,0
2184,0,1,45,3,1,0
2185,1,0,41,8,0,0
2186,0,1,34,0,1,0
2187,1,1,47,9,0,0
2188,0,1,38,3,1,0
2189,1,1,39,10,0,0
2190,0,1,34,8,1,0
2191,0,1,47,5,1,1
2192,0,1,49,5,1,0
2193,1,1,37,3,1,0
2194,1,0,52,0,1,0
2195,0,1,46,3,1,0
2196,0,1,48,8,1,0
2197,0,1,49,0,1,0
2198,1,1,49,0,1,1
2199,0,0,45,0,1,0
2200,0,1,42,3,1,1
2201,0,1,41,8,1,0
2202,1,1,39,5,1,0
2203,1,0,42,0,1,0
2204,1,1,41,0,1,1
2205,0,0,43,0,1,1
2206,1,0,48,7,0,0
2207,0,1,43,0,1,0
2208,0,1,34,3,1,0
2209,1,1,43,3,1,1
2210,1,1,37,0,1,0
2211,1,1,43,4,1,0
2212,0,1,29,3,1,0
2213,0,1,43,10,0,0
2214,0,1,29,5,1,1
2215,0,1,50,0,1,0
2216,1,0,41,0,1,1
2217,0,1,46,10,0,0
2218,0,1,56,10,0,0
2219,1,1,33,0,1,1
2220,0,1,41,0,1,0
2221,1,1,51,5,1,0
2222,0,1,38,7,1,1
2223,1,1,45,4,1,0
2224,1,1,47,0,1,0
2225,0,1,53,10,0,1
2226,0,1,42,2,1,0
2227,0,1,38,0,1,0
2228,0,1,56,3,1,1
2229,1,1,36,0,1,1
2230,0,1,42,4,1,1
2231,0,1,39,3,1,0
2232,1,1,41,10,0,0
2233,0,1,48,10,0,0
2234,1,1,62,3,1,0
2235,0,1,50,0,1,1
2236,0,0,50,0,1,0
2237,0,0,50,0,1,1
2238,0,1,34,2,1,1
2239,1,1,44,8,1,1
2240,1,0,47,9,0,0
2241,1,1,47,7,1,0
2242,1,1,42,4,1,0
2243,1,1,42,10,0,0
2244,0,1,33,0,1,0
2245,0,1,41,4,1,0
2246,0,1,45,0,1,0
2247,0,0,41,0,1,0
2248,0,1,48,0,1,1
2249,0,1,43,8,0,0
2250,0,1,46,0,1,1
2251,1,1,45,0,1,1
2252,0,1,54,8,0,0
2253,1,1,46,5,1,0
2254,1,1,41,5,1,0
2255,1,1,42,10,0,0
2256,0,0,57,0,1,0
2257,1,0,51,3,1,0
2258,1,0,55,8,0,0
2259,0,1,44,9,0,1
2260,1,1,43,2,1,0
2261,0,0,47,0,1,0
2262,1,1,45,7,1,0
2263,1,1,52,10,0,1
2264,0,1,37,5,1,1
2265,1,1,39,5,1,1
2266,1,1,49,0,1,1
2267,1,1,50,9,0,0
2268,0,1,45,5,1,0
2269,0,0,47,0,1,1
2270,1,1,47,8,0,1
2271,1,1,44,0,1,0
2272,0,0,54,0,1,1
2273,1,1,52,5,1,1
2274,1,1,26,5,1,0
2275,1,0,49,8,0,0
2276,1,0,45,0,1,0
2277,1,1,61,9,0,0
2278,1,1,40,5,1,0
2279,1,1,47,7,1,0
2280,0,1,48,4,1,0
2281,0,1,45,2,1,1
2282,1,1,58,0,1,0
2283,1,1,51,8,0,0
2284,0,1,51,7,1,0
2285,1,1,48,0,1,1
2286,1,1,52,10,0,0
2287,1,0,46,0,1,0
2288,1,1,56,5,1,0
2289,0,0,46,8,0,0
2290,1,0,38,8,0,1
2291,1,1,57,3,1,0
2292,1,1,50,5,1,1
2293,1,1,44,0,1,1
2294,1,1,47,0,1,1
2295,0,1,40,7,1,1
2296,1,1,38,0,1,0
2297,0,0,49,0,1,0
2298,0,1,39,7,1,0
2299,1,1,49,0,1,1
2300,1,1,40,5,1,1
2301,1,0,31,0,1,0
2302,1,1,54,0,1,1
2303,1,1,52,7,1,0
2304,1,1,41,5,1,0
2305,1,1,49,10,0,0
2306,1,1,50,5,1,0
2307,1,1,28,5,1,1
2308,1,1,45,4,1,0
2309,1,1,48,5,1,1
2310,1,1,50,8,0,0
2311,0,1,46,10,0,0
2312,1,1,40,7,1,0
2313,1,1,42,4,1,0
2314,0,0,50,0,1,1
2315,0,1,44,5,1,0
2316,0,1,39,4,1,1
2317,0,1,34,5,1,1
2318,0,1,47,2,1,1
2319,1,1,53,10,0,0
2320,1,1,62,5,1,0
2321,1,1,42,0,1,0
2322,1,1,47,8,0,0
2323,0,1,52,10,0,1
2324,1,0,53,0,1,1
2325,0,1,49,0,1,1
2326,1,0,54,8,0,0
2327,1,1,59,8,0,0
2328,1,1,43,10,0,0
2329,1,1,50,8,0,0
2330,0,1,39,8,1,0
2331,0,0,45,0,1,0
2332,0,1,57,3,1,0
2333,1,1,41,5,1,0
2334,0,0,44,0,1,1
2335,1,0,51,0,1,1
2336,1,1,42,5,1,1
2337,0,1,48,10,0,0
2338,1,1,44,3,1,0
2339,0,1,33,8,0,0
2340,1,1,53,4,1,0
2341,0,1,46,10,0,0
2342,0,1,42,5,1,1
2343,1,1,50,10,0,1
2344,1,1,44,3,1,0
2345,1,1,34,7,1,1
2346,1,1,53,7,1,0
2347,0,1,51,2,1,1
2348,0,1,30,0,1,0
2349,0,1,46,3,1,0
2350,0,1,36,3,1,0
2351,1,1,36,4,1,1
2352,0,1,40,9,0,0
2353,0,1,41,10,0,0
2354,1,1,45,0,1,0
2355,0,1,36,0,1,1
2356,0,1,43,0,1,0
2357,1,0,59,8,0,0
2358,0,0,38,0,1,0
2359,0,1,42,5,1,1
2360,0,1,45,9,0,0
2361,0,1,54,5,1,0
2362,1,1,44,0,1,1
2363,1,1,53,4,1,0
2364,1,1,57,10,0,0
2365,0,0,45,8,0,0
2366,0,1,27,5,1,0
2367,1,1,48,8,0,0
2368,1,1,45,0,1,1
2369,0,0,49,9,0,0
2370,1,1,43,3,1,0
2371,0,1,44,5,1,0
2372,0,1,41,9,0,1
2373,0,1,51,2,1,0
2374,0,1,53,10,0,0
2375,0,1,40,5,1,0
2376,0,1,47,5,1,1
2377,0,1,45,9,0,0
2378,0,1,58,0,1,1
2379,1,1,53,0,1,1
2380,0,1,44,5,1,1
2381,1,1,49,10,0,0
2382,0,1,47,9,0,0
2383,1,1,51,10,0,0
2384,0,1,48,3,1,1
2385,0,1,45,0,1,1
2386,1,1,48,10,0,0
2387,1,1,44,8,0,0
2388,1,1,59,0,1,0
2389,0,1,46,5,1,0
2390,0,1,45,10,0,0
2391,1,0,37,10,0,0
2392,0,1,41,3,1,1
2393,0,1,52,3,1,0
2394,1,1,55,10,0,0
2395,1,0,55,0,1,0
2396,0,1,32,10,0,0
2397,1,1,52,8,0,1
2398,0,1,51,0,1,0
2399,1,0,43,0,1,1
2400,0,1,26,10,0,0
2401,0,1,58,10,0,0
2402,0,1,54,5,1,0
2403,1,1,47,10,0,0
2404,0,0,45,0,1,0
2405,0,1,51,8,1,0
2406,0,1,55,7,1,1
2407,0,1,40,0,1,0
2408,0,1,59,7,1,1
2409,1,1,32,0,1,0
2410,0,1,42,0,1,0
2411,0,0,40,4,1,0
2412,1,0,39,8,0,0
2413,1,1,46,4,1,0
2414,1,1,42,10,0,0
2415,0,0,51,0,1,1
2416,1,1,41,4,1,0
2417,0,1,34,0,1,0
2418,0,1,46,0,1,1
2419,0,1,49,7,1,0
2420,0,1,42,3,1,1
2421,1,1,42,0,1,1
2422,0,1,43,5,1,0
2423,0,1,54,8,0,0
2424,1,1,48,10,0,1
2425,1,0,47,10,0,0
2426,1,0,39,8,0,0
2427,0,1,50,0,1,0
2428,0,0,34,0,1,0
2429,1,0,44,0,1,1
2430,0,1,55,8,1,1
2431,1,1,38,8,0,0
2432,1,1,39,9,0,0
2433,0,1,44,7,1,1
2434,0,1,54,5,1,0
2435,1,1,52,4,1,0
2436,1,1,52,7,1,0
2437,1,1,56,0,1,0
2438,0,0,56,0,1,0
2439,1,1,47,0,1,1
2440,0,1,39,5,1,0
2441,0,1,44,3,1,0
2442,1,1,52,4,1,0
2443,0,1,51,9,0,0
2444,0,1,47,5,1,0
2445,0,1,55,5,1,0
2446,0,1,31,3,1,0
2447,0,1,37,5,1,0
2448,0,1,49,0,1,0
2449,0,1,50,5,1,0
2450,1,1,38,10,0,0
2451,1,1,52,9,0,0
2452,0,1,47,5,1,0
2453,1,0,49,9,0,0
2454,1,0,39,3,1,0
2455,0,1,52,3,1,0
2456,1,1,41,2,1,0
2457,0,1,43,10,0,0
2458,0,1,43,2,1,1
2459,0,1,49,10,0,0
2460,1,1,45,3,1,1
2461,1,1,48,10,0,0
2462,1,1,53,0,1,1
2463,1,1,48,0,1,1
2464,1,1,43,8,0,0
2465,1,1,43,10,0,1
2466,1,1,60,4,1,0
2467,0,1,44,0,1,0
2468,1,1,37,4,1,1
2469,1,1,57,5,1,1
2470,0,1,52,5,1,0
2471,1,1,54,4,1,0
2472,1,1,38,5,1,0
2473,0,1,45,10,0,1
2474,0,1,53,5,1,0
2475,0,1,43,7,1,0
2476,0,1,29,7,1,0
2477,0,1,46,9,0,1
2478,0,1,50,9,0,0
2479,0,0,57,0,1,0
2480,0,1,38,9,0,0
2481,0,1,42,0,1,1
2482,0,1,45,0,1,0
2483,0,0,35,0,1,0
2484,1,1,47,2,1,0
2485,1,1,41,5,1,0
2486,1,1,50,4,1,0
2487,0,1,45,0,1,1
2488,0,1,48,7,1,1
2489,1,1,51,0,1,1
2490,1,1,45,3,1,0
2491,1,1,52,5,1,1
2492,0,1,46,5,1,1
2493,0,1,50,7,1,1
2494,0,1,33,7,1,0
2495,1,0,46,0,1,0
2496,1,1,37,10,0,1
2497,1,1,48,10,0,0
2498,1,1,41,3,1,0
2499,1,1,54,9,0,0
2500,1,1,58,10,0,0
2501,1,1,54,0,1,0
2502,0,1,45,8,0,0
2503,0,0,44,8,0,0
2504,1,1,46,5,1,0
2505,0,1,38,5,1,1
2506,0,1,54,7,1,1
2507,0,1,40,10,0,0
2508,1,1,52,0,1,0
2509,0,1,44,8,0,1
2510,1,0,48,0,1,0
2511,0,1,59,0,1,1
2512,0,1,50,5,1,0
2513,0,1,53,10,0,0
2514,0,1,47,3,1,0
2515,0,0,39,0,1,1
2516,0,1,55,5,1,1
2517,1,1,47,5,1,0
2518,0,1,41,0,1,0
2519,1,1,40,0,1,0
2520,1,1,44,9,0,0
2521,1,1,38,5,1,0
2522,1,1,47,0,1,0
2523,0,1,40,8,1,1
2524,0,1,45,9,0,0
2525,0,1,46,10,0,0
2526,1,1,34,10,0,0
2527,1,1,40,7,1,0
2528,1,1,43,7,1,0
2529,1,1,38,0,1,1
2530,0,1,52,8,0,0
2531,0,1,49,0,1,0
2532,1,1,53,2,1,1
2533,0,1,51,8,1,0
2534,1,1,45,0,1,0
2535,1,1,52,8,0,0
2536,0,1,44,2,1,0
2537,1,1,47,5,1,0
2538,0,1,58,3,1,0
2539,0,0,47,0,1,0
2540,1,1,58,0,1,0
2541,0,0,47,8,0,0
2542,0,1,31,0,1,0
2543,1,1,47,2,1,0
2544,1,1,40,10,0,0
2545,1,1,57,4,1,0
2546,1,0,48,3,1,0
2547,0,1,46,3,1,1
2548,1,1,47,0,1,1
2549,1,1,47,7,1,0
2550,1,1,48,5,1,1
2551,0,0,52,3,1,1
2552,0,1,41,8,1,0
2553,1,0,46,0,1,0
2554,0,1,47,9,0,0
2555,1,1,41,0,1,1
2556,1,0,50,0,1,1
2557,0,1,48,5,1,0
2558,0,1,41,0,1,1
2559,1,1,44,8,0,0
2560,0,1,45,9,0,0
2561,0,1,44,0,1,0
2562,0,1,46,2,1,0
2563,0,1,65,8,1,0
2564,0,1,60,3,1,1
2565,1,1,43,7,1,1
2566,0,1,50,8,0,0
2567,1,1,56,0,1,0
2568,0,1,36,4,1,0
2569,1,0,52,0,1,0
2570,1,1,40,2,1,0
2571,1,0,61,0,1,1
2572,0,1,42,5,1,0
2573,1,1,55,5,1,0
2574,0,1,46,3,1,0
2575,0,0,51,0,1,0
2576,1,1,56,10,0,0
2577,0,1,48,8,0,0
2578,0,1,47,0,1,0
2579,0,1,39,0,1,1
2580,0,1,50,8,1,0
2581,1,1,42,10,0,0
2582,1,0,54,8,0,0
2583,0,1,51,8,0,0
2584,1,1,50,0,1,1
2585,0,1,37,0,1,0
2586,0,1,41,8,1,1
2587,0,1,47,0,1,1
2588,0,1,42,9,0,0
2589,0,1,60,0,1,0
2590,0,0,43,0,1,0
2591,0,1,53,7,1,0
2592,0,1,43,10,0,0
2593,1,1,37,3,1,0
2594,1,0,54,0,1,0
2595,1,1,50,8,1,0
2596,1,1,54,4,1,1
2597,0,0,39,0,1,0
2598,1,1,45,2,1,0
2599,1,1,45,10,0,0
2600,1,1,44,4,1,1
2601,0,1,48,9,0,1
2602,0,1,49,10,0,0
2603,1,1,39,4,1,0
2604,1,1,49,3,1,0
2605,1,1,44,0,1,1
2606,1,1,43,7,1,0
2607,1,0,41,0,1,0
2608,1,1,39,5,1,0
2609,1,1,47,7,1,0
2610,0,0,45,8,0,1
2611,1,1,50,3,1,0
2612,0,1,54,8,0,0
2613,1,1,41,0,1,0
2614,1,1,48,9,0,0
2615,1,1,54,3,1,0
2616,0,1,54,9,0,0
2617,0,1,39,5,1,0
2618,0,1,40,10,0,0
2619,0,1,46,5,1,0
2620,0,1,44,8,1,0
2621,1,1,48,9,0,0
2622,0,1,44,7,1,0
2623,0,1,42,3,1,1
2624,1,1,54,7,1,0
2625,0,1,47,10,0,0
2626,1,1,47,5,1,0
2627,1,1,46,7,1,0
2628,0,1,43,5,1,0
2629,0,1,41,5,1,1
2630,0,0,41,0,1,0
2631,0,1,39,10,0,0
2632,1,1,49,0,1,0
2633,0,1,31,0,1,0
2634,0,1,44,0,1,0
2635,0,1,33,10,0,0
2636,1,1,42,7,1,0
2637,0,1,45,7,1,0
2638,1,1,57,5,1,0
2639,0,1,46,10,0,0
2640,0,1,51,7,1,0
2641,1,1,52,5,1,0
2642,0,1,45,4,1,0
2643,1,1,37,7,1,0
2644,0,1,45,10,0,0
2645,1,1,41,0,1,1
2646,1,1,35,7,1,0
2647,0,1,52,7,1,1
2648,0,1,51,10,0,0
2649,1,1,36,10,0,0
2650,1,1,42,8,0,1
2651,0,1,47,5,1,0
2652,0,1,57,5,1,0
2653,0,1,39,3,1,1
2654,0,1,52,5,1,0
2655,1,1,44,3,1,0
2656,1,1,37,0,1,0
2657,1,1,49,5,1,0
2658,0,0,45,0,1,0
2659,1,1,44,10,0,0
2660,0,0,42,0,1,0
2661,0,1,46,3,1,0
2662,0,0,40,8,0,0
2663,0,0,37,0,1,0
2664,1,1,55,9,0,0
2665,0,0,35,8,0,0
2666,1,1,45,0,1,1
2667,0,1,55,7,1,0
2668,0,1,38,4,1,1
2669,0,1,45,5,1,0
2670,1,1,50,3,1,0
2671,1,1,45,0,1,1
2672,1,1,48,3,1,0
2673,1,1,39,3,1,1
2674,1,1,54,10,0,0
2675,0,1,54,3,1,1
2676,0,1,45,3,1,0
2677,1,1,37,3,1,0
2678,0,1,42,3,1,0
2679,0,1,43,2,1,1
2680,0,1,48,0,1,0
2681,1,1,42,3,1,0
2682,1,1,46,10,0,0
2683,1,1,51,5,1,1
2684,1,1,51,4,1,0
2685,0,1,45,0,1,1
2686,1,1,40,3,1,0
2687,1,1,34,4,1,0
2688,1,1,46,3,1,0
2689,1,1,56,9,0,0
2690,1,1,43,10,0,0
2691,1,1,48,9,0,0
2692,0,1,43,10,0,1
2693,0,1,51,0,1,1
2694,0,1,36,10,0,0
2695,0,1,27,5,1,1
2696,1,1,64,3,1,1
2697,1,1,49,2,1,0
2698,1,1,47,5,1,0
2699,1,1,49,5,1,1
2700,0,1,33,5,1,0
2701,0,1,39,0,1,0
2702,0,0,43,0,1,0
2703,0,1,34,10,0,1
2704,1,1,37,3,1,1
2705,1,1,32,7,1,0
2706,0,1,50,10,0,0
2707,1,1,43,4,1,1
2708,0,0,45,0,1,0
2709,1,0,39,0,1,0
2710,0,1,47,2,1,0
2711,1,0,31,0,1,0
2712,0,0,48,0,1,0
2713,1,0,37,8,0,0
2714,0,1,36,3,1,0
2715,1,0,57,9,0,0
2716,0,1,53,0,1,0
2717,0,1,48,9,0,0
2718,1,1,39,5,1,0
2719,1,0,51,3,1,0
2720,1,1,51,5,1,0
2721,0,0,50,2,1,0
2722,0,1,54,9,0,0
2723,1,1,31,0,1,1
2724,0,1,42,10,0,0
2725,1,1,45,10,0,0
2726,0,0,43,0,1,0
2727,0,1,42,0,1,0
2728,1,1,61,0,1,0
2729,1,1,53,10,0,0
2730,1,1,59,7,1,1
2731,0,1,48,7,1,0
2732,1,1,45,5,1,0
2733,0,1,56,10,0,0
2734,0,1,42,0,1,0
2735,0,0,51,0,1,1
2736,1,1,42,10,0,0
2737,0,1,51,5,1,0
2738,1,0,49,0,1,0
2739,1,0,46,0,1,1
2740,0,1,45,5,1,0
2741,0,1,35,5,1,0
2742,1,1,41,0,1,0
2743,0,1,56,0,1,0
2744,0,1,49,5,1,0
2745,1,1,43,5,1,1
2746,1,1,44,10,0,0
2747,1,1,47,0,1,0
2748,0,1,44,2,1,0
2749,1,1,57,8,1,1
2750,1,1,41,7,1,1
2751,0,0,58,8,0,0
2752,0,1,45,7,1,1
2753,1,1,38,0,1,1
2754,1,1,51,3,1,1
2755,1,1,46,4,1,0
2756,0,1,47,10,0,0
2757,1,1,38,5,1,0
2758,0,1,40,9,0,0
2759,0,1,44,5,1,0
2760,0,1,42,3,1,0
2761,1,1,41,10,0,0
2762,1,1,35,7,1,1
2763,0,1,47,5,1,0
2764,1,1,63,0,1,0
2765,0,1,51,0,1,1
2766,1,1,50,3,1,0
2767,0,1,47,7,1,0
2768,1,0,48,0,1,1
2769,0,1,46,3,1,0
2770,0,1,51,8,0,0
2771,0,1,45,7,1,0
2772,1,1,34,7,1,0
2773,0,1,51,10,0,0
2774,0,1,43,2,1,0
2775,1,1,26,5,1,1
2776,0,1,52,10,0,0
2777,1,1,47,3,1,0
2778,1,1,38,0,1,0
2779,1,0,43,0,1,1
2780,1,1,58,0,1,0
2781,0,1,49,3,1,0
2782,0,1,61,0,1,0
2783,0,1,41,0,1,1
2784,1,1,42,7,1,0
2785,1,1,45,5,1,0
2786,0,1,41,5,1,0
2787,0,1,58,5,1,0
2788,0,1,40,0,1,0
2789,1,1,42,5,1,1
2790,1,1,35,9,0,0
2791,0,1,41,0,1,0
2792,1,0,38,0,1,1
2793,1,1,46,5,1,0
2794,1,1,48,7,1,0
2795,1,1,41,5,1,1
2796,1,1,47,8,1,1
2797,0,1,56,10,0,0
2798,1,0,49,0,1,1
2799,0,0,51,0,1,1
2800,1,1,42,0,1,1
2801,1,1,48,10,0,0
2802,1,1,36,8,0,0
2803,0,1,53,10,0,1
2804,1,1,48,7,1,1
2805,1,1,48,10,0,1
2806,1,0,35,8,0,0
2807,0,1,40,0,1,1
2808,1,0,43,0,1,0
2809,1,1,42,0,1,0
2810,0,1,52,3,1,0
2811,1,1,39,3,1,0
2812,1,1,38,0,1,1
2813,1,1,50,7,1,0
2814,1,1,49,0,1,0
2815,1,1,46,5,1,0
2816,0,1,48,4,1,0
2817,0,1,42,0,1,1
2818,0,1,45,10,0,0
2819,0,1,50,5,1,0
2820,0,1,48,10,0,0
2821,1,1,54,0,1,1
2822,0,1,47,8,0,0
2823,0,1,38,0,1,0
2824,1,1,40,2,1,1
2825,0,1,56,10,0,0
2826,1,1,59,10,0,0
2827,0,1,47,5,1,0
2828,1,1,35,0,1,0
2829,0,1,43,0,1,0
2830,0,1,51,5,1,0
2831,1,1,43,3,1,0
2832,1,1,47,0,1,0
2833,1,1,49,8,1,0
2834,0,1,47,5,1,0
2835,1,1,45,5,1,0
2836,1,1,39,3,1,0
2837,1,1,46,5,1,0
2838,0,1,26,8,1,0
2839,0,0,40,0,1,0
2840,0,1,53,9,0,0
2841,0,1,54,3,1,0
2842,1,1,49,10,0,1
2843,1,1,40,10,0,0
2844,1,1,42,5,1,1
2845,0,1,43,2,1,1
2846,1,1,40,10,0,0
2847,0,1,39,10,0,0
2848,1,1,43,10,0,0
2849,1,1,50,5,1,0
2850,1,0,41,0,1,0
2851,0,1,39,10,0,0
2852,1,1,44,10,0,0
2853,1,1,53,10,0,0
2854,0,1,35,3,1,1
2855,0,1,68,3,1,0
2856,0,1,57,7,1,1
2857,1,1,46,5,1,0
2858,0,1,42,10,0,0
